	IP匿名度	代理IP	代理位置	代理协议	响应速度	存活时间	打分	最后验证时间
0	高匿代理服务	45.115.60.7:44096	中国 云南 曲靖 电信	HTTP,HTTPS代理	4.99	23天 8小时 27分钟 56秒	6433	2019年5月28日 01:08
1	高匿代理服务	83.171.96.249:8080	中国 北京 北京 天地祥云/电信	HTTPS代理	3.24	100天 11小时 58分钟 52秒	25903	2019年5月28日 01:08
2	高匿代理服务	70.28.43.61:8080	中国 四川 成都 科技网	HTTP,HTTPS代理	2.41	178天 12小时 54分钟 18秒	58342	2019年5月28日 01:08
3	高匿代理服务	186.96.121.178:54757	中国 广西 梧州 移动	HTTP,HTTPS代理	2.47	13天 6小时 53分钟 58秒	3283	2019年5月28日 01:08
4	高匿代理服务	178.18.68.111:53281	中国 吉林 长春 电信	HTTP,HTTPS代理	6.77	42天 7小时 6分钟 1秒	10881	2019年5月28日 01:08
5	高匿代理服务	36.91.90.39:57797	中国 广东 河源 电信	HTTP,HTTPS代理	5.66	8天 10小时 29分钟 3秒	1456	2019年5月28日 01:08
6	高匿代理服务	206.40.115.2:8080	中国 辽宁 抚顺 联通	HTTP,HTTPS代理	5.69	178天 12小时 56分钟 18秒	52824	2019年5月28日 01:08
7	高匿代理服务	176.110.121.90:21776	中国 甘肃 武威 联通	HTTP,HTTPS代理	2.01	178天 12小时 53分钟 39秒	49867	2019年5月28日 01:08
8	高匿代理服务	134.119.222.248:1080	中国 江西 宜春 移动	HTTP代理	5.07	90天 7小时 45分钟 31秒	25746	2019年5月28日 01:08
9	高匿代理服务	191.252.113.76:80	中国 天津 天津 电信	HTTP代理	1.12	7小时 27分钟 11秒	175	2019年5月28日 01:08
10	高匿代理服务	190.217.66.147:80	中国 安徽 安庆 电信	HTTP,HTTPS代理	2.23	12天 7小时 41分钟 44秒	3797	2019年5月28日 01:08
11	高匿代理服务	112.78.177.13:8080	中国 江西 宜春 联通	HTTP,HTTPS代理	3.67	7天 22小时 44分钟 48秒	1780	2019年5月28日 01:08
12	高匿代理服务	85.174.227.52:59280	中国 浙江 舟山 电信	HTTP代理	2.4	178天 12小时 56分钟 43秒	48114	2019年5月28日 01:08
13	高匿代理服务	83.243.66.214:37572	中国 浙江 宁波 移动	HTTP,HTTPS代理	3.06	178天 12小时 54分钟 11秒	38066	2019年5月28日 01:08
14	高匿代理服务	130.193.112.146:36923	中国 新疆 哈密 联通	HTTP,HTTPS代理	4.21	232天 22小时 47分钟 22秒	308595	2019年5月28日 01:08
15	高匿代理服务	37.252.64.73:8080	中国 四川 广元 移动	HTTP,HTTPS代理	4.19	62天 5小时 12分钟 1秒	7882	2019年5月28日 01:08
16	高匿代理服务	89.150.33.224:41258	中国 四川 自贡 移动	HTTPS代理	6.47	7天 18小时 46分钟 35秒	1306	2019年5月28日 01:08
17	高匿代理服务	190.122.187.230:55578	中国 江西 九江 电信	HTTPS代理	5.76	178天 12小时 54分钟 15秒	27661	2019年5月28日 01:08
18	高匿代理服务	203.176.142.98:8080	中国 四川 绵阳 联通	HTTP,HTTPS代理	4.03	92天 8小时 41分钟 19秒	22288	2019年5月28日 01:08
